cell_id,area_m2,centroid_lon,centroid_lat,pollution_score,traffic_score,industry_score,green_score,pop_score,flood_score,elev_score,livability_score,score_weight_sum,confidence,last_updated,centroid_x_m,centroid_y_m
0_0,999198.5036122925,88.33448878369379,22.53414790427114,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9833350.310884926,2575778.0899191755
0_1,999378.2301452011,88.33448878369377,22.542444209612253,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9833350.310884925,2576778.0000000005
0_2,999378.2301452011,88.33448878369377,22.550740762370175,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9833350.310884925,2577778.0
0_3,999378.2301452011,88.3344887836938,22.559036816292092,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9833350.310884926,2578778.0
0_4,999378.2301452011,88.33448878369379,22.567332371234073,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9833350.310884928,2579778.0
0_5,999378.2301452011,88.33448878369379,22.575627427052233,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9833350.310884928,2580778.0
0_6,999378.2301452011,88.33448878369376,22.583921983602764,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9833350.310884925,2581778.0000000005
0_7,999378.2301452011,88.33448878369379,22.59221604074188,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9833350.310884928,2582778.0
0_8,438272.97482586844,88.33448878369379,22.59818147222031,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9833350.310884928,2583497.2728246446
1_0,999820.161649026,88.34346914380815,22.53414790427114,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9834349.999999998,2575778.0899191755
1_1,1000000.0,88.34346914380816,22.542444209612253,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9834350.0,2576778.0000000005
1_2,1000000.0,88.34346914380815,22.550740762370175,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9834350.0,2577778.0
1_3,1000000.0,88.34346914380816,22.559036816292096,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9834350.0,2578778.0
1_4,1000000.0,88.34346914380815,22.567332371234073,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9834350.0,2579778.0
1_5,1000000.0,88.34346914380815,22.575627427052233,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9834350.0,2580778.0
1_6,1000000.0,88.34346914380815,22.583921983602767,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9834350.0,2581778.0
1_7,1000000.0,88.34346914380815,22.59221604074188,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9834350.0,2582778.0
1_8,438545.6492905505,88.34346914380816,22.598181472220315,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9834350.0,2583497.2728246455
2_0,999820.161649026,88.35245229664935,22.53414790427114,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9835349.999999996,2575778.0899191755
2_1,1000000.0,88.35245229664936,22.542444209612253,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9835349.999999998,2576778.0
2_2,1000000.0,88.35245229664933,22.55074076237018,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9835349.999999998,2577778.0
2_3,1000000.0,88.35245229664935,22.559036816292092,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9835349.999999998,2578778.0
2_4,1000000.0,88.35245229664935,22.567332371234073,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9835349.999999998,2579778.0
2_5,1000000.0,88.35245229664935,22.575627427052233,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9835349.999999998,2580778.0
2_6,1000000.0,88.35245229664933,22.583921983602764,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9835349.999999998,2581778.0
2_7,1000000.0,88.35245229664935,22.592216040741885,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9835349.999999998,2582778.0
2_8,438545.6492905505,88.35245229664933,22.598181472220315,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9835349.999999998,2583497.2728246446
3_0,999820.161649026,88.36143544949053,22.53414790427114,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9836350.0,2575778.0899191755
3_1,1000000.0,88.36143544949054,22.542444209612253,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9836349.999999998,2576777.9999999995
3_2,1000000.0,88.36143544949056,22.55074076237018,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9836349.999999998,2577778.0
3_3,1000000.0,88.36143544949054,22.559036816292092,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9836349.999999998,2578778.0
3_4,1000000.0,88.36143544949053,22.567332371234073,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9836349.999999998,2579778.0
3_5,1000000.0,88.36143544949054,22.575627427052233,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9836349.999999998,2580778.0
3_6,1000000.0,88.36143544949053,22.583921983602764,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9836350.0,2581778.0
3_7,1000000.0,88.36143544949054,22.592216040741885,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9836349.999999998,2582778.0
3_8,438545.6492905505,88.36143544949056,22.598181472220315,,,,,,,,,0.0,0.0,2025-11-29T12:13:12.118024,9836350.0,2583497.2728246446
